period_start,period_end,concentration,gas,reference_standard
2005-12-01,2005-12-31,321.1,Nitrous oxide,NOAA2006a
2006-01-01,2006-01-31,319.4,Nitrous oxide,NOAA2006a
2006-02-01,2006-02-28,319.7,Nitrous oxide,NOAA2006a
2006-03-01,2006-03-31,319.2,Nitrous oxide,NOAA2006a
2006-04-01,2006-04-30,320.8,Nitrous oxide,NOAA2006a
2006-05-01,2006-05-31,319.8,Nitrous oxide,NOAA2006a
2006-06-01,2006-06-30,319.4,Nitrous oxide,NOAA2006a
2006-07-01,2006-07-31,320.8,Nitrous oxide,NOAA2006a
2006-08-01,2006-08-31,319.9,Nitrous oxide,NOAA2006a
2006-09-01,2006-09-30,320.6,Nitrous oxide,NOAA2006a
2006-10-01,2006-10-31,320.2,Nitrous oxide,NOAA2006a
2006-11-01,2006-11-30,320.1,Nitrous oxide,NOAA2006a
2006-12-01,2006-12-31,320.5,Nitrous oxide,NOAA2006a
2007-01-01,2007-01-31,321.7,Nitrous oxide,NOAA2006a
2007-02-01,2007-02-28,320.2,Nitrous oxide,NOAA2006a
2007-03-01,2007-03-31,319.7,Nitrous oxide,NOAA2006a
2007-04-01,2007-04-30,319.4,Nitrous oxide,NOAA2006a
2007-05-01,2007-05-31,319.4,Nitrous oxide,NOAA2006a
2007-06-01,2007-06-30,319.2,Nitrous oxide,NOAA2006a
2007-07-01,2007-07-31,319.8,Nitrous oxide,NOAA2006a
2007-08-01,2007-08-31,320.2,Nitrous oxide,NOAA2006a
2007-09-01,2007-09-30,320.3,Nitrous oxide,NOAA2006a
2007-10-01,2007-10-31,320.1,Nitrous oxide,NOAA2006a
2007-11-01,2007-11-30,320,Nitrous oxide,NOAA2006a
2007-12-01,2007-12-31,320.7,Nitrous oxide,NOAA2006a
2008-01-01,2008-01-31,320.4,Nitrous oxide,NOAA2006a
2008-02-01,2008-02-29,320.8,Nitrous oxide,NOAA2006a
2008-03-01,2008-03-31,320.7,Nitrous oxide,NOAA2006a
2008-04-01,2008-04-30,320.6,Nitrous oxide,NOAA2006a
2008-05-01,2008-05-31,320.7,Nitrous oxide,NOAA2006a
2008-06-01,2008-06-30,320.5,Nitrous oxide,NOAA2006a
2008-07-01,2008-07-31,320.9,Nitrous oxide,NOAA2006a
2008-08-01,2008-08-31,320.9,Nitrous oxide,NOAA2006a
2008-09-01,2008-09-30,321.2,Nitrous oxide,NOAA2006a
2008-10-01,2008-10-31,321.5,Nitrous oxide,NOAA2006a
2008-11-01,2008-11-30,321,Nitrous oxide,NOAA2006a
2008-12-01,2008-12-31,321.9,Nitrous oxide,NOAA2006a
2009-01-01,2009-01-31,321.6,Nitrous oxide,NOAA2006a
2009-02-01,2009-02-28,321.6,Nitrous oxide,NOAA2006a
2009-03-01,2009-03-31,321.2,Nitrous oxide,NOAA2006a
2009-04-01,2009-04-30,320.9,Nitrous oxide,NOAA2006a
2009-05-01,2009-05-31,320.9,Nitrous oxide,NOAA2006a
2009-06-01,2009-06-30,321.2,Nitrous oxide,NOAA2006a
2009-07-01,2009-07-31,321,Nitrous oxide,NOAA2006a
2009-08-01,2009-08-31,321.4,Nitrous oxide,NOAA2006a
2009-09-01,2009-09-30,321.4,Nitrous oxide,NOAA2006a
2009-10-01,2009-10-31,321.8,Nitrous oxide,NOAA2006a
2009-11-01,2009-11-30,321.9,Nitrous oxide,NOAA2006a
2009-12-01,2009-12-31,321.9,Nitrous oxide,NOAA2006a
2010-01-01,2010-01-31,322.5,Nitrous oxide,NOAA2006a
2010-02-01,2010-02-28,322.2,Nitrous oxide,NOAA2006a
2010-03-01,2010-03-31,321.8,Nitrous oxide,NOAA2006a
2010-04-01,2010-04-30,322.1,Nitrous oxide,NOAA2006a
2010-05-01,2010-05-31,322.3,Nitrous oxide,NOAA2006a
2010-06-01,2010-06-30,322.2,Nitrous oxide,NOAA2006a
2010-07-01,2010-07-31,322.3,Nitrous oxide,NOAA2006a
2010-08-01,2010-08-31,322.9,Nitrous oxide,NOAA2006a
2010-09-01,2010-09-30,322.6,Nitrous oxide,NOAA2006a
2010-10-01,2010-10-31,322.7,Nitrous oxide,NOAA2006a
2010-11-01,2010-11-30,323.2,Nitrous oxide,NOAA2006a
2010-12-01,2010-12-31,322.9,Nitrous oxide,NOAA2006a
2011-01-01,2011-01-31,322.9,Nitrous oxide,NOAA2006a
2011-02-01,2011-02-28,323.2,Nitrous oxide,NOAA2006a
2011-03-01,2011-03-31,323.4,Nitrous oxide,NOAA2006a
2011-04-01,2011-04-30,323,Nitrous oxide,NOAA2006a
2011-05-01,2011-05-31,324.2,Nitrous oxide,NOAA2006a
2011-06-01,2011-06-30,323.3,Nitrous oxide,NOAA2006a
2011-07-01,2011-07-31,323.2,Nitrous oxide,NOAA2006a
2011-08-01,2011-08-31,323.5,Nitrous oxide,NOAA2006a
2011-09-01,2011-09-30,323.6,Nitrous oxide,NOAA2006a
2011-10-01,2011-10-31,324.1,Nitrous oxide,NOAA2006a
2011-11-01,2011-11-30,324,Nitrous oxide,NOAA2006a
2011-12-01,2011-12-31,324.6,Nitrous oxide,NOAA2006a
2012-01-01,2012-01-31,324.3,Nitrous oxide,NOAA2006a
2012-02-01,2012-02-29,324.1,Nitrous oxide,NOAA2006a
2012-03-01,2012-03-31,324.3,Nitrous oxide,NOAA2006a
2012-04-01,2012-04-30,324.4,Nitrous oxide,NOAA2006a
2012-05-01,2012-05-31,324,Nitrous oxide,NOAA2006a
2012-06-01,2012-06-30,324.2,Nitrous oxide,NOAA2006a
2012-07-01,2012-07-31,324.5,Nitrous oxide,NOAA2006a
2012-08-01,2012-08-31,324.7,Nitrous oxide,NOAA2006a
2012-09-01,2012-09-30,324.7,Nitrous oxide,NOAA2006a
2012-10-01,2012-10-31,325,Nitrous oxide,NOAA2006a
2012-11-01,2012-11-30,324.9,Nitrous oxide,NOAA2006a
2012-12-01,2012-12-31,324.9,Nitrous oxide,NOAA2006a
2013-01-01,2013-01-31,325.3,Nitrous oxide,NOAA2006a
2013-02-01,2013-02-28,325,Nitrous oxide,NOAA2006a
2013-03-01,2013-03-31,325.3,Nitrous oxide,NOAA2006a
2013-04-01,2013-04-30,325,Nitrous oxide,NOAA2006a
2013-05-01,2013-05-31,325.5,Nitrous oxide,NOAA2006a
2013-06-01,2013-06-30,325.4,Nitrous oxide,NOAA2006a
2013-07-01,2013-07-31,NA,Nitrous oxide,NOAA2006a
2013-08-01,2013-08-31,325.7,Nitrous oxide,NOAA2006a
2013-09-01,2013-09-30,326,Nitrous oxide,NOAA2006a
2013-10-01,2013-10-31,324.6,Nitrous oxide,NOAA2006a
2013-11-01,2013-11-30,326.3,Nitrous oxide,NOAA2006a
2013-12-01,2013-12-31,325.8,Nitrous oxide,NOAA2006a
2014-01-01,2014-01-31,326.2,Nitrous oxide,NOAA2006a
2014-02-01,2014-02-28,326.2,Nitrous oxide,NOAA2006a
2014-03-01,2014-03-31,326.3,Nitrous oxide,NOAA2006a
2014-04-01,2014-04-30,326.7,Nitrous oxide,NOAA2006a
2014-05-01,2014-05-31,326.1,Nitrous oxide,NOAA2006a
2014-06-01,2014-06-30,326.5,Nitrous oxide,NOAA2006a
2014-07-01,2014-07-31,326.6,Nitrous oxide,NOAA2006a
2014-08-01,2014-08-31,326.9,Nitrous oxide,NOAA2006a
2014-09-01,2014-09-30,326.8,Nitrous oxide,NOAA2006a
2014-10-01,2014-10-31,327.1,Nitrous oxide,NOAA2006a
2014-11-01,2014-11-30,327.2,Nitrous oxide,NOAA2006a
2014-12-01,2014-12-31,327.4,Nitrous oxide,NOAA2006a
2015-01-01,2015-01-31,327.5,Nitrous oxide,NOAA2006a
2015-02-01,2015-02-28,327.5,Nitrous oxide,NOAA2006a
2015-03-01,2015-03-31,327.5,Nitrous oxide,NOAA2006a
2015-04-01,2015-04-30,327.6,Nitrous oxide,NOAA2006a
2015-05-01,2015-05-31,NA,Nitrous oxide,NOAA2006a
2015-06-01,2015-06-30,327.3,Nitrous oxide,NOAA2006a
2015-07-01,2015-07-31,327.8,Nitrous oxide,NOAA2006a
2015-08-01,2015-08-31,NA,Nitrous oxide,NOAA2006a
2015-09-01,2015-09-30,328,Nitrous oxide,NOAA2006a
2015-10-01,2015-10-31,328.2,Nitrous oxide,NOAA2006a
2015-11-01,2015-11-30,328.2,Nitrous oxide,NOAA2006a
2015-12-01,2015-12-31,328.5,Nitrous oxide,NOAA2006a
2016-01-01,2016-01-31,328.3,Nitrous oxide,NOAA2006a
2016-02-01,2016-02-29,NA,Nitrous oxide,NOAA2006a
2016-03-01,2016-03-31,328,Nitrous oxide,NOAA2006a
2016-04-01,2016-04-30,327.5,Nitrous oxide,NOAA2006a
2016-05-01,2016-05-31,327.7,Nitrous oxide,NOAA2006a
2016-06-01,2016-06-30,327.8,Nitrous oxide,NOAA2006a
2016-07-01,2016-07-31,NA,Nitrous oxide,NOAA2006a
2016-08-01,2016-08-31,327.9,Nitrous oxide,NOAA2006a
2016-09-01,2016-09-30,328.3,Nitrous oxide,NOAA2006a
2016-10-01,2016-10-31,NA,Nitrous oxide,NOAA2006a
2016-11-01,2016-11-30,328.4,Nitrous oxide,NOAA2006a
2016-12-01,2016-12-31,NA,Nitrous oxide,NOAA2006a
2017-01-01,2017-01-31,328.6,Nitrous oxide,NOAA2006a
2017-02-01,2017-02-28,328.5,Nitrous oxide,NOAA2006a
2017-03-01,2017-03-31,328.4,Nitrous oxide,NOAA2006a
2017-04-01,2017-04-30,328.6,Nitrous oxide,NOAA2006a
2017-05-01,2017-05-31,328.5,Nitrous oxide,NOAA2006a
2017-06-01,2017-06-30,328.6,Nitrous oxide,NOAA2006a
2017-07-01,2017-07-31,329,Nitrous oxide,NOAA2006a
2017-08-01,2017-08-31,329.3,Nitrous oxide,NOAA2006a
2017-09-01,2017-09-30,329.9,Nitrous oxide,NOAA2006a
2017-10-01,2017-10-31,329.7,Nitrous oxide,NOAA2006a
2017-11-01,2017-11-30,330,Nitrous oxide,NOAA2006a
2017-12-01,2017-12-31,NA,Nitrous oxide,NOAA2006a
2018-01-01,2018-01-31,330.3,Nitrous oxide,NOAA2006a
2018-02-01,2018-02-28,330.5,Nitrous oxide,NOAA2006a
2018-03-01,2018-03-31,330.5,Nitrous oxide,NOAA2006a
2018-04-01,2018-04-30,330.3,Nitrous oxide,NOAA2006a
2018-05-01,2018-05-31,330.5,Nitrous oxide,NOAA2006a
2018-06-01,2018-06-30,330.1,Nitrous oxide,NOAA2006a
2018-07-01,2018-07-31,330,Nitrous oxide,NOAA2006a
2018-08-01,2018-08-31,330.7,Nitrous oxide,NOAA2006a
2018-09-01,2018-09-30,330.4,Nitrous oxide,NOAA2006a
2018-10-01,2018-10-31,330.9,Nitrous oxide,NOAA2006a
2018-11-01,2018-11-30,331.2,Nitrous oxide,NOAA2006a
2018-12-01,2018-12-31,331.4,Nitrous oxide,NOAA2006a
2019-01-01,2019-01-31,331.2,Nitrous oxide,NOAA2006a
2019-02-01,2019-02-28,330.9,Nitrous oxide,NOAA2006a
2019-03-01,2019-03-31,331.1,Nitrous oxide,NOAA2006a
2019-04-01,2019-04-30,330.6,Nitrous oxide,NOAA2006a
2019-05-01,2019-05-31,330.5,Nitrous oxide,NOAA2006a
2019-06-01,2019-06-30,330.3,Nitrous oxide,NOAA2006a
2019-07-01,2019-07-31,330.8,Nitrous oxide,NOAA2006a
2019-08-01,2019-08-31,331,Nitrous oxide,NOAA2006a
2019-09-01,2019-09-30,331.3,Nitrous oxide,NOAA2006a
2019-10-01,2019-10-31,330.9,Nitrous oxide,NOAA2006a
2019-11-01,2019-11-30,331.2,Nitrous oxide,NOAA2006a
2019-12-01,2019-12-31,331.5,Nitrous oxide,NOAA2006a
